"ID";"age";"balance";"previous";"job";"marital";"education";"housing";"loan";"poutcome";"y"
4759;29;1165;1;"employed";"single";"secondary";"no";"no";"success";"yes"
4760;36;4708;1;"unemployed";"divorced";"tertiary";"no";"no";"failure";"yes"
4761;68;2820;2;"unemployed";"married";"tertiary";"no";"no";"failure";"yes"
4762;48;1147;2;"employed";"married";"tertiary";"no";"no";"success";"yes"
4763;25;1189;1;"unemployed";"single";"tertiary";"no";"no";"success";"no"
4764;28;339;1;"employed";"single";"secondary";"no";"no";"success";"yes"
4765;29;19;1;"employed";"single";"tertiary";"no";"no";"success";"yes"
4766;49;5887;2;"employed";"married";"tertiary";"no";"no";"success";"yes"
4767;42;2913;2;"employed";"married";"secondary";"no";"no";"success";"no"
4768;43;11891;1;"employed";"single";"tertiary";"no";"no";"success";"yes"
4769;44;733;2;"unemployed";"single";"secondary";"yes";"no";"success";"yes"
4770;58;2223;1;"unemployed";"single";"secondary";"no";"no";"success";"no"
4771;38;5000;2;"employed";"married";"secondary";"no";"no";"failure";"no"
4772;31;389;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
4773;42;684;1;"unemployed";"single";"secondary";"no";"no";"success";"no"
4774;42;144;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
4775;32;8626;2;"unemployed";"single";"secondary";"no";"no";"failure";"no"
4776;29;314;2;"unemployed";"single";"secondary";"no";"no";"failure";"yes"
4777;38;1190;2;"unemployed";"divorced";"secondary";"yes";"no";"success";"no"
4778;29;2489;2;"employed";"single";"tertiary";"yes";"no";"success";"no"
4779;42;254;2;"employed";"married";"tertiary";"no";"no";"success";"yes"
4780;37;0;1;"unemployed";"married";"secondary";"yes";"no";"success";"yes"
4781;27;1623;1;"employed";"single";"tertiary";"no";"no";"success";"no"
4782;34;294;2;"employed";"married";"secondary";"yes";"no";"success";"yes"
4783;79;8304;2;"unemployed";"married";"secondary";"no";"no";"success";"yes"
4784;57;698;2;"unemployed";"divorced";"primary";"no";"no";"failure";"no"
4785;41;1077;2;"unemployed";"married";"secondary";"yes";"yes";"failure";"yes"
4786;22;1258;1;"unemployed";"single";"tertiary";"no";"no";"failure";"no"
4787;58;256;2;"employed";"married";"tertiary";"no";"no";"success";"yes"
4788;54;380;2;"employed";"divorced";"tertiary";"no";"yes";"success";"no"
4789;45;1788;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
4790;40;3797;2;"employed";"single";"tertiary";"no";"no";"failure";"no"
4791;30;2326;2;"employed";"married";"secondary";"no";"no";"failure";"yes"
4792;41;10346;2;"employed";"single";"tertiary";"no";"no";"success";"no"
4793;35;3402;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
4794;36;925;2;"employed";"married";"tertiary";"no";"no";"success";"yes"
4795;64;67;1;"employed";"married";"primary";"no";"no";"failure";"no"
4796;53;1796;1;"unemployed";"married";"secondary";"no";"no";"failure";"yes"
4797;26;12;2;"employed";"single";"tertiary";"no";"no";"success";"no"
4798;29;572;1;"employed";"single";"tertiary";"no";"no";"success";"yes"
4799;43;775;2;"unemployed";"married";"secondary";"no";"no";"failure";"no"
4800;57;5313;1;"unemployed";"married";"secondary";"no";"no";"success";"yes"
4801;46;0;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
4802;47;0;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
4803;56;393;1;"unemployed";"married";"secondary";"no";"yes";"failure";"no"
4804;34;1337;2;"employed";"married";"secondary";"no";"no";"success";"yes"
4805;52;195;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
4806;32;35;2;"unemployed";"married";"secondary";"no";"no";"success";"yes"
4807;31;596;2;"employed";"single";"tertiary";"no";"no";"failure";"no"
4808;27;538;2;"unemployed";"single";"secondary";"no";"no";"success";"yes"
4809;29;399;1;"employed";"married";"secondary";"no";"no";"failure";"no"
4810;50;5108;2;"employed";"married";"tertiary";"yes";"no";"failure";"yes"
4811;57;1841;1;"unemployed";"married";"secondary";"no";"no";"success";"no"
4812;60;294;2;"employed";"married";"secondary";"no";"no";"success";"no"
4813;44;1025;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
4814;50;320;2;"employed";"married";"secondary";"no";"no";"success";"yes"
4815;44;132;2;"unemployed";"married";"secondary";"no";"no";"success";"no"
4816;39;804;1;"unemployed";"single";"secondary";"no";"no";"success";"no"
4817;32;131;1;"unemployed";"single";"secondary";"yes";"no";"success";"yes"
4818;59;2074;2;"unemployed";"married";"primary";"no";"no";"success";"yes"
4819;68;1443;1;"unemployed";"married";"secondary";"no";"no";"success";"yes"
4820;40;782;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
4821;34;303;2;"unemployed";"single";"secondary";"no";"no";"success";"no"
4822;64;661;2;"employed";"married";"tertiary";"no";"no";"failure";"yes"
4823;49;905;2;"employed";"married";"secondary";"no";"no";"failure";"no"
4824;60;3735;2;"unemployed";"married";"secondary";"no";"no";"success";"yes"
4825;72;4657;2;"unemployed";"married";"primary";"no";"no";"success";"yes"
4826;30;5;1;"employed";"married";"primary";"no";"no";"success";"yes"
4827;48;1559;2;"employed";"married";"secondary";"no";"no";"failure";"no"
4828;59;2764;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
4829;43;4216;2;"employed";"married";"tertiary";"no";"no";"success";"yes"
4830;49;3570;2;"employed";"married";"secondary";"no";"no";"failure";"no"
4831;32;623;1;"employed";"single";"tertiary";"no";"no";"failure";"no"
4832;47;3519;1;"employed";"married";"secondary";"no";"yes";"failure";"no"
4833;43;3518;2;"employed";"married";"tertiary";"no";"no";"success";"yes"
4834;39;25;2;"employed";"single";"tertiary";"yes";"no";"success";"yes"
4835;27;1347;2;"employed";"single";"secondary";"no";"no";"success";"yes"
4836;35;7546;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
4837;38;11303;2;"unemployed";"married";"secondary";"no";"no";"failure";"yes"
4838;32;718;1;"employed";"single";"tertiary";"yes";"no";"success";"yes"
4839;32;914;1;"employed";"married";"secondary";"no";"no";"success";"no"
4840;23;870;2;"employed";"single";"secondary";"no";"no";"success";"yes"
4841;35;978;2;"unemployed";"married";"secondary";"no";"no";"success";"yes"
4842;27;1595;2;"unemployed";"married";"secondary";"no";"no";"success";"yes"
4843;36;629;1;"employed";"married";"tertiary";"yes";"yes";"failure";"no"
4844;61;544;2;"employed";"married";"secondary";"no";"no";"success";"yes"
4845;30;2907;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
4846;40;3126;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
4847;50;315;1;"unemployed";"divorced";"tertiary";"no";"no";"failure";"no"
4848;27;302;1;"employed";"single";"secondary";"no";"no";"success";"no"
4849;25;139;1;"employed";"single";"secondary";"no";"yes";"success";"yes"
4850;57;1044;2;"unemployed";"married";"secondary";"no";"no";"success";"yes"
4851;55;1633;2;"unemployed";"married";"secondary";"no";"no";"success";"yes"
4852;29;102;2;"employed";"single";"secondary";"no";"no";"failure";"no"
4853;73;1388;1;"unemployed";"married";"primary";"no";"no";"success";"yes"
4854;70;3230;1;"unemployed";"married";"primary";"no";"no";"failure";"no"
4855;67;1430;2;"unemployed";"married";"primary";"no";"no";"failure";"yes"
4856;29;14;2;"unemployed";"single";"tertiary";"no";"no";"failure";"no"
4857;67;585;1;"unemployed";"married";"primary";"no";"no";"failure";"no"
4858;31;2544;2;"employed";"single";"secondary";"no";"no";"success";"yes"
4859;66;0;2;"unemployed";"single";"tertiary";"no";"no";"failure";"no"
4860;49;1093;2;"employed";"married";"tertiary";"yes";"yes";"success";"yes"
4861;21;2488;1;"unemployed";"single";"secondary";"no";"no";"success";"yes"
4862;28;1579;2;"employed";"single";"tertiary";"no";"no";"failure";"yes"
4863;64;2139;2;"unemployed";"married";"tertiary";"no";"no";"failure";"no"
4864;62;4692;1;"unemployed";"married";"tertiary";"yes";"no";"failure";"no"
4865;31;330;2;"unemployed";"married";"tertiary";"no";"no";"success";"yes"
4866;40;5142;1;"employed";"married";"tertiary";"no";"no";"failure";"no"
4867;29;270;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
4868;70;482;2;"unemployed";"divorced";"primary";"no";"no";"success";"yes"
4869;59;4198;2;"employed";"married";"primary";"no";"no";"success";"yes"
4870;51;423;1;"unemployed";"married";"secondary";"yes";"yes";"failure";"no"
4871;48;817;2;"unemployed";"married";"secondary";"no";"no";"success";"yes"
4872;36;592;2;"unemployed";"divorced";"secondary";"no";"no";"success";"no"
4873;33;133;1;"employed";"single";"secondary";"no";"no";"success";"yes"
4874;30;536;2;"employed";"single";"tertiary";"no";"no";"success";"yes"
4875;60;979;1;"unemployed";"divorced";"tertiary";"yes";"no";"failure";"yes"
4876;65;2173;1;"unemployed";"married";"primary";"no";"no";"failure";"no"
4877;35;1830;2;"employed";"single";"tertiary";"no";"no";"failure";"no"
4878;28;893;2;"employed";"married";"tertiary";"no";"no";"success";"no"
4879;57;1318;2;"employed";"married";"tertiary";"no";"no";"success";"no"
4880;79;8556;2;"unemployed";"married";"primary";"no";"no";"success";"yes"
4881;64;588;2;"unemployed";"married";"secondary";"no";"no";"failure";"yes"
4882;42;994;2;"employed";"married";"secondary";"yes";"no";"success";"yes"
4883;47;820;1;"employed";"married";"secondary";"no";"no";"success";"yes"
4884;37;539;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
4885;21;423;2;"unemployed";"single";"primary";"no";"no";"success";"yes"
4886;63;1528;2;"employed";"married";"tertiary";"no";"no";"success";"no"
4887;66;203;1;"unemployed";"married";"secondary";"no";"no";"success";"yes"
4888;19;103;2;"unemployed";"single";"primary";"no";"no";"failure";"no"
4889;46;1693;1;"unemployed";"single";"secondary";"yes";"no";"success";"no"
4890;76;2991;2;"unemployed";"married";"tertiary";"no";"no";"success";"no"
4891;61;86;1;"unemployed";"married";"secondary";"no";"no";"success";"yes"
4892;62;243;1;"unemployed";"married";"secondary";"no";"no";"success";"no"
4893;39;1802;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
4894;37;2163;1;"employed";"single";"tertiary";"no";"no";"failure";"no"
4895;74;2575;1;"unemployed";"married";"tertiary";"no";"no";"failure";"no"
4896;32;307;2;"employed";"single";"tertiary";"no";"no";"success";"no"
4897;50;5969;2;"employed";"married";"tertiary";"no";"no";"failure";"yes"
4898;61;13546;2;"employed";"married";"tertiary";"no";"no";"success";"no"
4899;27;2855;2;"unemployed";"married";"tertiary";"no";"no";"failure";"yes"
4900;30;323;2;"employed";"single";"secondary";"no";"no";"failure";"no"
4901;36;203;1;"employed";"married";"tertiary";"no";"no";"success";"yes"
4902;38;7005;2;"unemployed";"married";"primary";"yes";"no";"success";"yes"
4903;27;689;1;"unemployed";"single";"tertiary";"no";"no";"failure";"no"
4904;40;1108;2;"unemployed";"married";"tertiary";"no";"no";"failure";"no"
4905;77;4112;2;"unemployed";"married";"secondary";"no";"no";"success";"yes"
4906;68;2144;2;"unemployed";"single";"tertiary";"no";"no";"success";"yes"
4907;81;243;1;"unemployed";"married";"primary";"no";"no";"success";"yes"
4908;36;6;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
4909;38;0;2;"employed";"single";"secondary";"no";"no";"success";"no"
4910;52;992;2;"employed";"married";"secondary";"yes";"no";"success";"yes"
4911;38;70;2;"employed";"divorced";"secondary";"no";"no";"success";"yes"
4912;70;2626;2;"unemployed";"married";"secondary";"no";"no";"success";"no"
4913;69;4572;2;"unemployed";"divorced";"secondary";"no";"no";"success";"no"
4914;39;0;2;"unemployed";"married";"secondary";"no";"no";"failure";"yes"
4915;61;89;2;"unemployed";"married";"secondary";"no";"no";"failure";"no"
4916;36;129;1;"unemployed";"single";"tertiary";"no";"no";"success";"yes"
4917;33;373;1;"employed";"single";"tertiary";"no";"yes";"failure";"no"
4918;52;659;1;"employed";"married";"secondary";"no";"no";"success";"yes"
4919;66;747;1;"unemployed";"married";"primary";"no";"no";"failure";"no"
4920;38;6889;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
4921;29;187;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
4922;80;997;2;"unemployed";"married";"primary";"no";"no";"success";"yes"
4923;31;2017;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
4924;33;1699;2;"employed";"married";"tertiary";"no";"no";"success";"yes"
4925;56;1181;1;"employed";"married";"tertiary";"no";"no";"failure";"yes"
4926;64;3951;1;"employed";"married";"tertiary";"no";"no";"success";"yes"
4927;54;0;2;"unemployed";"married";"secondary";"no";"no";"failure";"yes"
4928;52;2557;2;"employed";"married";"tertiary";"no";"no";"success";"yes"
4929;66;1948;2;"unemployed";"married";"tertiary";"no";"no";"success";"yes"
4930;31;283;1;"employed";"single";"tertiary";"no";"no";"failure";"no"
4931;82;1381;1;"employed";"divorced";"primary";"no";"no";"failure";"no"
4932;28;261;2;"unemployed";"single";"secondary";"yes";"yes";"success";"yes"
4933;34;5878;2;"employed";"married";"tertiary";"no";"no";"success";"no"
4934;36;202;2;"employed";"married";"tertiary";"no";"no";"failure";"yes"
4935;26;338;2;"unemployed";"single";"secondary";"no";"no";"success";"no"
4936;54;1958;2;"unemployed";"single";"secondary";"no";"no";"failure";"no"
4937;32;530;2;"employed";"divorced";"tertiary";"yes";"no";"failure";"no"
4938;60;5;1;"employed";"married";"primary";"no";"no";"success";"yes"
4939;20;0;2;"unemployed";"single";"primary";"no";"no";"failure";"no"
4940;29;1599;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
4941;40;257;1;"employed";"single";"tertiary";"no";"no";"failure";"no"
4942;72;1285;2;"unemployed";"single";"tertiary";"no";"no";"failure";"no"
4943;36;980;2;"unemployed";"single";"tertiary";"no";"no";"failure";"no"
4944;65;1973;2;"unemployed";"married";"tertiary";"no";"no";"success";"no"
4945;60;3401;2;"employed";"married";"tertiary";"no";"no";"success";"no"
4946;37;953;2;"unemployed";"single";"tertiary";"yes";"no";"failure";"no"
4947;33;62;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
4948;33;685;2;"unemployed";"single";"tertiary";"yes";"no";"failure";"no"
4949;31;523;2;"unemployed";"single";"secondary";"no";"yes";"failure";"no"
4950;65;493;2;"unemployed";"married";"primary";"no";"no";"failure";"no"
4951;56;1989;2;"employed";"married";"secondary";"no";"no";"failure";"yes"
4952;53;2398;1;"unemployed";"single";"secondary";"yes";"no";"success";"no"
4953;33;303;2;"employed";"married";"secondary";"yes";"no";"success";"yes"
4954;72;2600;2;"unemployed";"married";"primary";"no";"no";"success";"yes"
4955;44;1818;2;"employed";"married";"tertiary";"yes";"yes";"failure";"yes"
4956;31;302;2;"unemployed";"single";"tertiary";"no";"no";"success";"yes"
4957;52;955;2;"employed";"married";"secondary";"no";"yes";"success";"yes"
4958;37;265;2;"employed";"single";"secondary";"yes";"yes";"failure";"yes"
4959;45;205;1;"unemployed";"married";"secondary";"no";"no";"success";"yes"
4960;37;238;1;"employed";"married";"tertiary";"no";"no";"success";"yes"
4961;68;2812;1;"unemployed";"married";"tertiary";"no";"no";"failure";"yes"
4962;36;506;2;"employed";"married";"tertiary";"no";"no";"success";"no"
4963;38;262;2;"unemployed";"single";"secondary";"no";"no";"failure";"yes"
4964;59;0;2;"employed";"married";"secondary";"no";"no";"failure";"no"
4965;74;5539;1;"unemployed";"married";"primary";"no";"no";"success";"no"
4966;55;2037;2;"employed";"divorced";"tertiary";"no";"no";"success";"yes"
4967;32;0;2;"unemployed";"single";"tertiary";"no";"no";"failure";"yes"
4968;62;569;1;"unemployed";"married";"secondary";"no";"no";"success";"yes"
4969;54;0;2;"unemployed";"divorced";"secondary";"yes";"yes";"success";"no"
4970;37;115;2;"unemployed";"single";"secondary";"no";"no";"failure";"no"
4971;55;602;2;"unemployed";"married";"secondary";"no";"no";"success";"yes"
4972;41;1646;2;"employed";"single";"tertiary";"yes";"no";"success";"yes"
4973;35;144;2;"employed";"single";"tertiary";"yes";"yes";"failure";"no"
4974;28;5474;2;"employed";"single";"tertiary";"no";"no";"success";"no"
4975;35;415;1;"unemployed";"single";"tertiary";"no";"no";"failure";"yes"
4976;21;210;1;"unemployed";"single";"secondary";"no";"no";"failure";"no"
4977;80;2354;2;"unemployed";"married";"secondary";"no";"no";"failure";"yes"
4978;61;175;2;"employed";"married";"tertiary";"no";"no";"success";"no"
4979;38;318;2;"employed";"married";"secondary";"no";"no";"failure";"yes"
4980;63;2;1;"employed";"married";"secondary";"no";"no";"success";"no"
4981;48;1730;2;"employed";"married";"secondary";"yes";"no";"failure";"yes"
4982;76;0;1;"unemployed";"married";"tertiary";"no";"no";"failure";"no"
4983;29;1788;1;"employed";"single";"tertiary";"no";"no";"success";"no"
4984;29;308;1;"employed";"single";"tertiary";"no";"no";"failure";"no"
4985;30;228;1;"employed";"single";"secondary";"no";"no";"failure";"no"
4986;33;696;2;"employed";"single";"tertiary";"no";"yes";"failure";"no"
4987;32;228;2;"employed";"single";"secondary";"no";"no";"failure";"no"
4988;34;382;1;"employed";"single";"tertiary";"no";"no";"failure";"no"
4989;76;2302;2;"unemployed";"married";"secondary";"no";"no";"failure";"no"
4990;34;1778;2;"employed";"married";"tertiary";"no";"no";"success";"no"
4991;36;994;2;"unemployed";"single";"tertiary";"no";"no";"failure";"yes"
4992;42;1536;2;"unemployed";"married";"tertiary";"no";"no";"success";"no"
4993;37;96;2;"unemployed";"married";"secondary";"no";"no";"success";"no"
4994;29;19;2;"employed";"single";"tertiary";"no";"no";"success";"yes"
4995;34;1221;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
4996;25;145;1;"employed";"single";"tertiary";"no";"no";"failure";"no"
4997;32;2976;2;"employed";"married";"tertiary";"yes";"no";"failure";"yes"
4998;42;490;1;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
4999;23;897;2;"unemployed";"single";"tertiary";"yes";"no";"failure";"yes"
5000;84;2619;2;"unemployed";"divorced";"primary";"no";"no";"failure";"no"
5001;67;704;1;"unemployed";"divorced";"secondary";"no";"no";"success";"yes"
5002;34;3000;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
5003;22;216;1;"unemployed";"single";"secondary";"no";"no";"success";"yes"
5004;24;556;2;"employed";"married";"secondary";"yes";"no";"success";"yes"
5005;45;1206;2;"unemployed";"married";"secondary";"no";"no";"failure";"yes"
5006;39;1301;1;"employed";"married";"tertiary";"no";"no";"failure";"no"
5007;79;631;1;"unemployed";"divorced";"secondary";"no";"no";"failure";"no"
5008;35;62;2;"employed";"married";"tertiary";"no";"no";"failure";"yes"
5009;53;1228;1;"unemployed";"married";"secondary";"yes";"yes";"success";"no"
5010;33;1536;2;"unemployed";"married";"secondary";"no";"no";"success";"yes"
5011;24;235;1;"unemployed";"single";"tertiary";"no";"no";"success";"yes"
5012;65;2331;1;"unemployed";"married";"tertiary";"no";"no";"success";"yes"
5013;25;125;2;"unemployed";"single";"secondary";"no";"no";"success";"yes"
5014;58;7554;1;"employed";"married";"secondary";"no";"no";"success";"no"
5015;36;27;2;"employed";"single";"secondary";"yes";"no";"success";"yes"
5016;27;390;2;"employed";"single";"tertiary";"no";"no";"failure";"yes"
5017;32;1527;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
5018;35;-32;2;"unemployed";"single";"secondary";"no";"yes";"failure";"yes"
5019;39;172;2;"employed";"single";"tertiary";"yes";"no";"failure";"yes"
5020;53;10541;1;"unemployed";"married";"secondary";"no";"no";"success";"yes"
5021;23;480;1;"unemployed";"single";"secondary";"no";"no";"failure";"yes"
5022;34;2374;2;"unemployed";"married";"secondary";"yes";"no";"success";"yes"
5023;33;935;2;"employed";"single";"tertiary";"no";"no";"success";"yes"
5024;52;94;2;"unemployed";"married";"secondary";"no";"no";"success";"yes"
5025;33;22867;2;"employed";"married";"tertiary";"yes";"no";"success";"no"
5026;42;94;2;"employed";"single";"tertiary";"yes";"no";"success";"no"
5027;55;3450;1;"employed";"divorced";"secondary";"no";"no";"failure";"yes"
5028;60;1853;1;"unemployed";"married";"secondary";"no";"no";"success";"yes"
5029;38;3954;2;"unemployed";"single";"tertiary";"yes";"no";"failure";"no"
5030;61;2557;2;"unemployed";"married";"tertiary";"yes";"no";"success";"yes"
5031;58;589;2;"employed";"married";"secondary";"yes";"no";"success";"yes"
5032;48;201;2;"unemployed";"divorced";"secondary";"no";"no";"success";"yes"
5033;35;7050;1;"employed";"married";"tertiary";"no";"no";"success";"yes"
5034;58;2155;2;"employed";"married";"secondary";"no";"yes";"success";"yes"
5035;39;902;2;"employed";"divorced";"secondary";"yes";"no";"failure";"yes"
5036;70;579;1;"unemployed";"married";"primary";"no";"no";"failure";"no"
5037;44;1791;1;"employed";"married";"tertiary";"no";"no";"success";"yes"
5038;27;5291;2;"unemployed";"single";"tertiary";"no";"no";"success";"yes"
5039;33;1211;1;"unemployed";"married";"secondary";"no";"no";"success";"yes"
5040;77;638;1;"unemployed";"married";"secondary";"no";"no";"success";"yes"
5041;57;501;2;"employed";"married";"primary";"yes";"yes";"failure";"no"
5042;31;533;2;"employed";"single";"tertiary";"no";"no";"success";"yes"
5043;76;3324;2;"unemployed";"married";"primary";"no";"no";"success";"yes"
5044;75;6053;1;"employed";"married";"secondary";"no";"no";"failure";"no"
5045;28;61;2;"employed";"married";"secondary";"yes";"no";"success";"yes"
5046;35;0;2;"employed";"married";"tertiary";"yes";"no";"success";"yes"
5047;59;116;2;"employed";"married";"secondary";"no";"no";"success";"yes"
5048;42;413;2;"employed";"married";"secondary";"yes";"no";"success";"yes"
5049;35;353;1;"employed";"single";"tertiary";"no";"no";"success";"yes"
5050;44;451;2;"employed";"single";"secondary";"no";"no";"success";"no"
5051;60;523;2;"unemployed";"married";"secondary";"no";"no";"success";"yes"
5052;34;1454;2;"employed";"married";"secondary";"yes";"no";"failure";"yes"
5053;57;9367;2;"unemployed";"married";"primary";"no";"no";"success";"yes"
5054;75;291;1;"unemployed";"married";"secondary";"no";"no";"failure";"yes"
5055;64;846;2;"unemployed";"married";"tertiary";"no";"no";"failure";"yes"
5056;36;341;1;"employed";"married";"tertiary";"no";"no";"success";"yes"
5057;27;255;2;"unemployed";"single";"secondary";"no";"no";"success";"no"
5058;29;113;2;"employed";"single";"secondary";"no";"no";"success";"yes"
5059;34;13014;1;"employed";"single";"tertiary";"no";"no";"success";"yes"
5060;34;417;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
5061;41;27696;2;"employed";"married";"tertiary";"no";"no";"success";"yes"
5062;36;2843;1;"employed";"divorced";"secondary";"no";"no";"success";"no"
5063;51;346;2;"employed";"married";"tertiary";"no";"no";"success";"yes"
5064;34;8000;2;"employed";"married";"tertiary";"no";"no";"failure";"yes"
5065;21;123;2;"unemployed";"single";"secondary";"no";"no";"success";"yes"
5066;54;10185;2;"employed";"married";"secondary";"no";"no";"success";"yes"
5067;35;992;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
5068;29;1026;2;"employed";"single";"tertiary";"no";"no";"success";"yes"
5069;38;775;2;"employed";"married";"secondary";"no";"no";"success";"yes"
5070;48;926;2;"unemployed";"married";"secondary";"no";"no";"success";"yes"
5071;46;349;1;"employed";"married";"tertiary";"no";"no";"failure";"yes"
5072;32;484;2;"employed";"married";"secondary";"yes";"no";"success";"yes"
5073;37;2987;2;"employed";"married";"tertiary";"yes";"no";"failure";"yes"
5074;37;197;2;"employed";"single";"tertiary";"no";"no";"success";"yes"
5075;23;431;2;"unemployed";"single";"secondary";"no";"no";"success";"yes"
5076;58;169;2;"unemployed";"married";"secondary";"no";"no";"success";"yes"
5077;45;226;2;"employed";"married";"tertiary";"yes";"no";"success";"yes"
5078;47;44;1;"unemployed";"single";"tertiary";"no";"no";"success";"no"
5079;30;2424;2;"unemployed";"single";"secondary";"no";"no";"success";"yes"
5080;30;41;2;"unemployed";"single";"tertiary";"yes";"no";"success";"no"
5081;23;1234;1;"unemployed";"single";"secondary";"no";"no";"success";"yes"
5082;34;271;2;"employed";"married";"tertiary";"yes";"no";"success";"yes"
5083;77;2590;2;"unemployed";"married";"primary";"no";"no";"success";"no"
5084;61;52587;1;"employed";"divorced";"tertiary";"no";"no";"success";"yes"
5085;27;535;2;"employed";"single";"secondary";"no";"no";"success";"yes"
5086;50;5361;1;"unemployed";"married";"secondary";"no";"no";"failure";"no"
5087;58;473;1;"employed";"married";"tertiary";"no";"no";"success";"yes"
5088;52;195;2;"employed";"married";"secondary";"yes";"no";"failure";"yes"
5089;26;3411;2;"employed";"single";"tertiary";"no";"no";"success";"no"
5090;59;2764;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
5091;64;1612;2;"unemployed";"married";"secondary";"no";"no";"failure";"no"
5092;38;407;1;"unemployed";"divorced";"secondary";"yes";"yes";"failure";"no"
5093;48;660;2;"unemployed";"married";"secondary";"no";"no";"success";"yes"
5094;35;681;2;"employed";"single";"tertiary";"no";"no";"success";"yes"
5095;66;2326;1;"unemployed";"married";"secondary";"no";"yes";"success";"yes"
5096;33;2213;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
5097;52;961;2;"employed";"married";"secondary";"no";"yes";"failure";"yes"
5098;38;455;2;"employed";"single";"tertiary";"yes";"no";"success";"yes"
5099;59;2013;2;"employed";"married";"tertiary";"no";"no";"success";"yes"
5100;47;1568;2;"employed";"married";"secondary";"yes";"no";"success";"yes"
5101;48;0;1;"employed";"married";"tertiary";"no";"yes";"success";"yes"
5102;56;16432;2;"unemployed";"married";"primary";"no";"no";"failure";"no"
5103;60;1;1;"unemployed";"divorced";"secondary";"no";"no";"success";"yes"
5104;27;5741;2;"unemployed";"single";"tertiary";"no";"no";"failure";"no"
5105;59;7469;1;"unemployed";"divorced";"secondary";"no";"no";"failure";"no"
5106;39;763;1;"employed";"single";"tertiary";"no";"no";"failure";"yes"
5107;64;243;1;"unemployed";"married";"secondary";"no";"no";"failure";"no"
5108;55;2204;1;"unemployed";"divorced";"secondary";"no";"no";"failure";"yes"
5109;57;1686;2;"employed";"married";"secondary";"no";"no";"failure";"no"
5110;37;4321;2;"employed";"married";"secondary";"no";"no";"failure";"no"
5111;60;0;2;"employed";"married";"secondary";"no";"no";"failure";"no"
5112;80;0;1;"employed";"married";"primary";"no";"no";"failure";"yes"
5113;29;67;2;"unemployed";"single";"secondary";"no";"no";"success";"yes"
5114;47;368;2;"unemployed";"married";"secondary";"no";"no";"success";"yes"
5115;35;11219;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
5116;37;7620;2;"unemployed";"married";"tertiary";"no";"no";"failure";"yes"
5117;29;805;2;"employed";"single";"tertiary";"no";"no";"failure";"yes"
5118;40;0;2;"employed";"single";"tertiary";"yes";"no";"failure";"yes"
5119;35;747;2;"employed";"single";"tertiary";"no";"no";"failure";"no"
5120;32;302;2;"employed";"married";"tertiary";"yes";"yes";"failure";"yes"
5121;43;10072;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
5122;54;65;2;"employed";"married";"secondary";"no";"no";"failure";"no"
5123;20;215;2;"unemployed";"single";"secondary";"no";"no";"success";"yes"
5124;48;5473;2;"employed";"married";"tertiary";"no";"no";"success";"yes"
5125;60;106;2;"unemployed";"married";"secondary";"no";"no";"success";"yes"
5126;70;2346;2;"unemployed";"married";"primary";"no";"no";"failure";"yes"
5127;52;196;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
5128;25;469;2;"unemployed";"single";"secondary";"no";"no";"success";"no"
5129;77;680;2;"unemployed";"married";"primary";"no";"no";"failure";"no"
5130;37;255;2;"employed";"married";"tertiary";"no";"no";"success";"yes"
5131;71;15265;2;"unemployed";"married";"tertiary";"no";"no";"failure";"no"
5132;33;8023;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
5133;63;973;1;"employed";"married";"secondary";"no";"no";"success";"yes"
